Gender,percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,Salary
f,65.6,electronics and electrical engineering,70,Orissa,2013,545,470,380,0.112139438,355,240000
m,66,information technology,72,Rajasthan,2013,545,485,340,0.144789889,395,240000
f,92.9,mechanical engineering,71.9,Telangana,2013,545,520,545,0.206710618,325,345000
m,88.3,electronics and communication engineering,75.52,Telangana,2013,545,655,445,0.338786347,385,335000
m,66,electronics & telecommunications,71.2,Chhattisgarh,2013,545,540,630,0.338786347,445,325000
m,63,electronics and communication engineering,68,Rajasthan,2013,545,460,525,0.338786347,485,240000
f,66,computer science & engineering,80,Orissa,2013,545,545,595,0.356536488,345,275000
m,68.67,computer science & engineering,76,Tamil Nadu,2013,545,505,595,0.356536488,555,360000
m,80,electronics and communication engineering,64.8,Tamil Nadu,2013,545,535,485,0.376059587,285,240000
f,94.75,electronics and electrical engineering,89,Tamil Nadu,2013,545,425,470,0.557389506,435,305000
m,76,computer science & engineering,67.22,Madhya Pradesh,2013,545,500,515,0.563267824,425,120000
m,85,information technology,75,Tamil Nadu,2013,545,485,530,0.600057182,435,315000
m,74,information science engineering,57,Karnataka,2013,545,500,455,0.600057182,435,240000
m,77.4,computer science & engineering,70.02,Telangana,2013,545,530,475,0.622642916,395,165000
m,76.2,information technology,70.7,Uttar Pradesh,2013,545,530,605,0.622642916,485,240000
m,62.5,computer science & engineering,77.7,West Bengal,2013,545,410,560,0.622642916,515,100000
m,75.85,computer science & engineering,81,West Bengal,2013,545,530,630,0.622642916,755,340000
m,63,electronics and communication engineering,75,West Bengal,2013,545,555,485,0.649389715,405,300000
m,61,electronics and communication engineering,66.5,Karnataka,2013,545,545,535,0.649389715,405,300000
m,72.67,electronics & telecommunications,64.53,Maharashtra,2013,545,520,545,0.649389715,425,300000
m,68.2,electronics and communication engineering,60.12,Punjab,2013,545,450,340,0.694479328,465,180000
m,88,computer science & engineering,66,Uttar Pradesh,2013,545,555,575,0.735795709,475,200000
m,78,electronics and communication engineering,87.9,Punjab,2013,545,605,575,0.824666401,535,420000
m,77.77,computer science & engineering,64.1,Assam,2013,545,605,825,0.842248322,495,350000
m,66.8,information technology,69.91,Uttar Pradesh,2013,545,400,635,0.843123727,515,440000
m,63.6,information technology,69.43,Uttar Pradesh,2013,545,570,665,0.864685413,525,180000
m,74.6,information technology,70.85,Madhya Pradesh,2013,545,580,720,0.901489571,545,330000
m,89.6,information technology,65.15,Andhra Pradesh,2013,545,495,450,0.911395278,445,180000
m,92.2,computer science & engineering,75.12,Telangana,2013,545,580,795,0.942116551,575,300000
m,72.3,computer science & engineering,68,Delhi,2013,545,620,515,0.960903087,595,350000
m,82,electronics and communication engineering,74,Delhi,2013,545,605,765,0.985461394,495,500000
m,85.4,electronics and communication engineering,76.92,Uttar Pradesh,2013,545,555,735,0.991397584,475,395000
m,74,computer engineering,83.2,Rajasthan,2013,545,555,554,0.994050872,675,650000
m,65,electronics & telecommunications,64.47,Karnataka,2014,545,485,440,0.010995304,355,100000
f,70,computer science & engineering,77.6,Telangana,2014,545,505,485,0.080055281,405,305000
m,67.6,electronics and communication engineering,62.7,Jharkhand,2014,545,570,470,0.20739217,335,380000
m,76,computer engineering,65,Uttar Pradesh,2014,545,385,470,0.23780284,135,250000
f,87.33,electronics and communication engineering,77.4,Karnataka,2014,545,505,544,0.338786347,315,220000
m,61.57,computer science & engineering,76,Tamil Nadu,2014,545,445,510,0.356536488,345,100000
f,68.04,computer science & engineering,71.1,Punjab,2014,545,495,415,0.356536488,425,220000
m,69,information technology,72,Haryana,2014,545,565,415,0.486747008,395,205000
m,75.5,electronics and communication engineering,80.42,Uttar Pradesh,2014,545,630,545,0.493596387,475,580000
m,88.83,electronics and communication engineering,75,Uttar Pradesh,2014,545,540,860,0.493596387,525,300000
f,72,computer science & engineering,74.6,Punjab,2014,545,570,455,0.600057182,435,65000
m,81.5,computer science & engineering,57.64,Uttar Pradesh,2014,545,385,485,0.600057182,435,400000
m,89.91,information technology,80.01,Tamil Nadu,2014,545,610,705,0.622642916,445,325000
m,74.83,electronics and electrical engineering,73.9,Orissa,2014,545,570,665,0.684565068,475,345000
m,70,computer science & engineering,84.1,Madhya Pradesh,2014,545,485,470,0.704090412,465,320000
m,70,mechanical engineering,62.4,Uttarakhand,2014,545,525,630,0.725984148,345,675000
m,72.77,computer application,75.96,Uttar Pradesh,2014,545,630,500,0.842248322,465,120000
m,80.4,computer science & engineering,71,Himachal Pradesh,2014,545,505,595,0.864685413,525,320000
m,84.8,electronics and communication engineering,73,Jammu and Kashmir,2014,545,395,415,0.943272158,365,350000
m,83.25,electronics and communication engineering,86,Uttar Pradesh,2014,545,520,620,0.943272158,485,325000
m,80.4,computer science & engineering,68.71,Karnataka,2014,545,620,650,0.953899775,475,275000
m,67,computer application,72,Punjab,2014,545,535,445,0.990008757,655,300000
f,79.4,computer science & engineering,83.02,Punjab,2014,545,585,425,0.991230625,475,300000
f,89.4,computer science & engineering,80.6,Rajasthan,2014,545,585,575,0.991230625,575,300000
f,95.5,electronics and communication engineering,79.96,Telangana,2014,545,520,645,0.997298968,495,195000
m,59,computer application,73,Punjab,2015,545,530,500,0.080055281,345,280000
m,95.8,computer science & engineering,72.45,Telangana,2015,545,545,690,0.144789889,455,325000
m,56.04,computer science & engineering,60.48,Rajasthan,2015,545,565,465,0.486747008,485,120000
m,95.7,computer science & engineering,72,Andhra Pradesh,2015,545,530,495,0.744758354,425,300000
m,84.8,computer engineering,66.23,Maharashtra,2015,545,670,680,0.842248322,725,1500000
m,78.6,electronics and electrical engineering,71.2,Uttar Pradesh,2011,554,505,545,0.229481755,265,410000
m,87.3,electronics and electrical engineering,71.67,Andhra Pradesh,2011,554,515,725,0.910770164,445,500000
f,61,computer engineering,65,West Bengal,2012,554,375,475,0.24545566,335,400000
f,87,computer engineering,76,Andhra Pradesh,2012,554,455,495,0.377551419,375,335000
m,74,computer science & engineering,67.3,Uttar Pradesh,2012,554,595,544,0.901489571,545,300000
m,88.33,information technology,74.28,Maharashtra,2012,554,655,655,0.968237496,605,430000
m,73,electronics and communication engineering,71.5,Uttar Pradesh,2010,555,375,605,0.694479328,375,420000
m,73,computer application,85,Kerala,2010,555,445,485,0.916869961,555,400000
m,68.2,information technology,80,Uttar Pradesh,2010,555,535,655,0.916869961,555,1110000
m,64.4,computer engineering,74.8,Uttar Pradesh,2010,555,525,615,0.968237496,605,750000
m,71,computer engineering,77,Tamil Nadu,2010,555,585,625,0.983749967,635,550000
m,63.6,information technology,64.94,Karnataka,2011,555,435,544,0.635978756,445,515000
m,60.2,information technology,69.54,Uttar Pradesh,2011,555,645,515,0.704090412,465,325000
m,69.4,information technology,64.3,Uttar Pradesh,2011,555,575,625,0.793580615,495,320000
f,89.67,computer engineering,78.24,Karnataka,2011,555,495,465,0.81941653,505,600000
m,70,electronics & telecommunications,66,Maharashtra,2011,555,425,325,0.824666401,455,630000
f,85.23,computer engineering,77.8,Rajasthan,2011,555,595,675,0.960903087,595,435000
m,75,computer science & engineering,70,Uttar Pradesh,2011,555,545,635,0.979521744,625,420000
m,97.5,electronics and communication engineering,87.1,Tamil Nadu,2012,555,625,595,0.0587928,555,500000
m,68.67,information technology,66.4,Maharashtra,2012,555,435,430,0.450876584,395,350000
m,68,computer engineering,67.23,Uttar Pradesh,2012,555,485,445,0.488347977,405,485000
m,67,computer science & engineering,66.6,Uttar Pradesh,2012,555,520,500,0.793580615,495,190000
m,74,computer engineering,76.26,Uttar Pradesh,2012,555,495,810,0.843123727,515,260000
m,77.8,computer engineering,72,Uttar Pradesh,2012,555,620,750,0.884122512,535,180000
m,73.4,information technology,71.06,Uttar Pradesh,2012,555,475,615,0.916869961,555,370000
f,65.4,information technology,74.68,Madhya Pradesh,2013,555,554,565,0.488347977,405,300000
f,75.85,electronics and communication engineering,73.9,Madhya Pradesh,2013,555,385,545,0.649389715,465,325000
m,70.2,electronics and communication engineering,77.94,Haryana,2013,555,645,750,0.655766943,435,325000
f,96,information technology,74.39,Andhra Pradesh,2013,555,495,590,0.670743151,455,410000
f,87.9,electronics and communication engineering,77.4,Telangana,2013,555,465,605,0.694479328,375,335000
m,84.8,information technology,74,Uttar Pradesh,2013,555,585,485,0.704090412,465,320000
m,73.2,information technology,64.3,Rajasthan,2013,555,545,650,0.735795709,475,210000
m,87.2,information technology,68.5,Telangana,2013,555,605,735,0.765673581,485,310000
m,65.2,computer engineering,66.7,Madhya Pradesh,2013,555,630,620,0.765673581,485,300000
f,68.67,computer engineering,72.3,Rajasthan,2013,555,475,475,0.864685413,525,420000
m,75,computer engineering,60.56,Maharashtra,2013,555,350,560,0.968237496,605,240000
m,69.16,information technology,66,Karnataka,2013,555,610,590,0.987207086,645,350000
m,78.25,electronics and communication engineering,69,Tamil Nadu,2014,555,460,415,0.041733196,375,250000
m,73,information technology,71,Uttar Pradesh,2014,555,560,825,0.23780284,525,350000
m,70,electronics and electrical engineering,62,Bihar,2014,555,645,635,0.336185066,325,325000
m,71,information technology,68.8,Uttar Pradesh,2014,555,585,470,0.486747008,335,180000
m,83.8,information technology,77,Himachal Pradesh,2014,555,605,560,0.486747008,465,505000
m,64,computer science & engineering,67,Uttar Pradesh,2014,555,450,470,0.486747008,465,310000
m,80.6,electronics and communication engineering,74.2,Delhi,2014,555,450,575,0.649389715,385,320000
m,83,electronics and communication engineering,91,Madhya Pradesh,2014,555,545,590,0.649389715,655,300000
m,66.6,computer application,71,Uttar Pradesh,2014,555,495,340,0.704090412,465,120000
m,68,computer application,78.16,Uttar Pradesh,2014,555,645,455,0.735795709,475,220000
m,71.6,computer science & engineering,84,Uttarakhand,2014,555,620,575,0.911395278,725,500000
m,78.8,computer science & engineering,71,Himachal Pradesh,2014,555,610,795,0.996744487,495,325000
f,81.3,computer science & engineering,76.56,Uttar Pradesh,2017,555,415,515,0.793580615,495,100000
m,63,computer science & engineering,63.2,Uttar Pradesh,2012,560,445,485,0.953899775,495,300000
m,86,electronics and communication engineering,65.59,Andhra Pradesh,2013,560,595,680,0.155908503,385,335000
m,64,computer science & engineering,72,Karnataka,2013,560,540,535,0.23780284,455,525000
m,88.1,electronics and electrical engineering,62.57,Telangana,2013,560,510,520,0.423951396,385,345000
m,46,computer application,64.56,Karnataka,2013,560,340,235,0.563267824,425,105000
m,75,computer science & engineering,68.62,Uttar Pradesh,2013,560,555,535,0.622642916,535,240000
m,89,electronics and communication engineering,77.07,Telangana,2013,560,520,535,0.649389715,335,315000
m,83.62,electronics and communication engineering,62.71,Karnataka,2013,560,520,370,0.649389715,445,250000
m,74,computer science & engineering,82,West Bengal,2013,560,425,510,0.744758354,435,300000
m,79.2,computer science & engineering,70.14,Haryana,2013,560,545,595,0.81941653,505,180000
f,60.5,computer science & engineering,67.04,Karnataka,2013,560,555,500,0.842248322,515,150000
m,83,computer engineering,60.2,Maharashtra,2013,560,505,585,0.842248322,615,335000
m,81.5,computer science & engineering,74,Andhra Pradesh,2014,560,455,405,0.23780284,505,100000
f,63,computer application,73.6,Delhi,2014,560,580,620,0.486747008,515,200000
f,81,computer science & engineering,67,Karnataka,2014,560,410,465,0.622642916,445,250000
m,86.1,computer science & engineering,71,Tamil Nadu,2014,560,485,450,0.622642916,485,340000
m,58,information technology,84,Orissa,2014,560,470,450,0.744758354,285,145000
m,69.6,computer science & engineering,73,Gujarat,2014,560,690,605,0.744758354,465,200000
m,84,computer science & engineering,72.26,Karnataka,2014,560,570,570,0.744758354,715,325000
f,78.2,electronics & telecommunications,83,Himachal Pradesh,2014,560,555,475,0.783303537,435,360000
m,89.4,computer science & engineering,83.7,Uttar Pradesh,2014,560,555,585,0.842248322,505,2000000
m,65.8,electronics and communication engineering,75.6,Madhya Pradesh,2014,560,460,405,0.88162007,285,325000
m,84,electronics and communication engineering,74,Tamil Nadu,2014,560,570,605,0.88162007,465,200000
m,68.4,information technology,74.3,West Bengal,2014,560,530,605,0.911395278,445,145000
f,93.8,electronics and communication engineering,82,Andhra Pradesh,2014,560,545,620,0.943272158,435,340000
m,74.4,instrumentation engineering,84,Karnataka,2014,560,565,455,0.965327158,405,200000
m,75.6,information technology,68.88,Uttar Pradesh,2010,565,565,605,0.563267824,425,555000
m,40,computer application,67.2,Andhra Pradesh,2010,565,455,375,0.563267824,425,300000
m,85,computer engineering,77,Tamil Nadu,2010,565,465,535,0.635978756,445,410000
m,83.7,computer engineering,74.9,Madhya Pradesh,2010,565,455,565,0.765673581,485,600000
m,73.4,computer engineering,76.99,Gujarat,2010,565,615,515,0.990008757,655,715000
m,90.91,electronics and communication engineering,83.2,Tamil Nadu,2011,565,515,575,0.229481755,325,450000
f,57,computer application,73,Delhi,2011,565,465,475,0.765673581,485,270000
m,69,information technology,70,Andhra Pradesh,2011,565,535,545,0.765673581,485,605000
m,74,computer engineering,70.4,Uttar Pradesh,2011,565,585,565,0.884122512,535,305000
m,77.4,electronics and electrical engineering,70,Uttar Pradesh,2011,565,675,725,0.910770164,405,510000
m,79.8,computer engineering,81.9,Uttar Pradesh,2011,565,585,655,0.916869961,555,445000
m,80.4,computer engineering,87.65,West Bengal,2011,565,645,615,0.996570552,695,35000
m,72,electronics and communication engineering,78.96,Delhi,2012,565,475,615,0.229481755,485,240000
f,92.1,computer engineering,80,Andhra Pradesh,2012,565,395,525,0.525922584,415,515000
m,82,information technology,68,Tamil Nadu,2012,565,565,365,0.635978756,445,465000
m,68.4,computer engineering,67.95,Maharashtra,2012,565,544,505,0.793580615,495,550000
m,82.53,information technology,66,Maharashtra,2012,565,435,555,0.81941653,505,655000
m,96.5,electronics and communication engineering,71.46,Andhra Pradesh,2012,565,615,745,0.824666401,535,430000
m,69.2,information technology,70,Haryana,2012,565,635,715,0.884122512,535,470000
f,94,computer engineering,82.24,Tamil Nadu,2012,565,505,515,0.901489571,545,360000
m,82.6,information technology,66.39,Telangana,2012,565,565,415,0.901489571,545,415000
m,53.16,computer application,72,Punjab,2012,565,475,475,0.930370607,565,310000
m,61,computer application,68.23,Jammu and Kashmir,2012,565,515,415,0.968237496,605,420000
m,67,computer science & engineering,70.7,Orissa,2013,565,615,445,0.744758354,295,300000
m,91.2,electronics and communication engineering,77,Madhya Pradesh,2013,565,605,675,0.824666401,425,395000
